"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MAX"
"1845","9.375","9.375","9.375","76.5546875","76.5546875","76.5546875","11.125","11.125","11.125","14.6171875","14.6171875","14.6171875","11.5546875","11.5546875","11.5546875","9.921875","9.921875","9.921875","10.765625","10.765625","10.765625","27.4140625","27.4140625","27.4140625","9.375","9.375","9.375","10.1171875","10.1171875","10.1171875"
"1846","9.2421875","9.2421875","9.2421875","12.609375","12.609375","12.609375","9.9921875","9.9921875","9.9921875","15.515625","15.515625","15.515625","9.578125","9.578125","9.578125","10.53125","10.53125","10.53125","11.9375","11.9375","11.9375","11.2421875","11.2421875","11.2421875","9.359375","9.359375","9.359375","10.125","10.125","10.125"
"1847","10.078125","10.078125","10.078125","11.921875","11.921875","11.921875","18.2265625","18.2265625","18.2265625","12.3046875","12.3046875","12.3046875","9.90625","9.90625","9.90625","9.34375","9.34375","9.34375","11.734375","11.734375","11.734375","11.296875","11.296875","11.296875","9.2734375","9.2734375","9.2734375","10.2578125","10.2578125","10.2578125"
"1848","9.65625","9.65625","9.65625","11.5","11.5","11.5","9.6171875","9.6171875","9.6171875","12.15625","12.15625","12.15625","9.90625","9.90625","9.90625","9.4375","9.4375","9.4375","11.328125","11.328125","11.328125","11.390625","11.390625","11.390625","9.3984375","9.3984375","9.3984375","10.359375","10.359375","10.359375"
"1849","11.546875","11.546875","11.546875","13.6953125","13.6953125","13.6953125","9.296875","9.296875","9.296875","10.7578125","10.7578125","10.7578125","9.71875","9.71875","9.71875","9.4296875","9.4296875","9.4296875","10.78125","10.78125","10.78125","11.5","11.5","11.5","9.4765625","9.4765625","9.4765625","10.1640625","10.1640625","10.1640625"
"1850","11.1015625","11.1015625","11.1015625","12.9375","12.9375","12.9375","9.3984375","9.3984375","9.3984375","10.4453125","10.4453125","10.4453125","9.7265625","9.7265625","9.7265625","9.4453125","9.4453125","9.4453125","10.7890625","10.7890625","10.7890625","11.4609375","11.4609375","11.4609375","9.328125","9.328125","9.328125","10.3046875","10.3046875","10.3046875"
"1851","11.53125","11.53125","11.53125","200","200","200","11.765625","11.765625","11.765625","33.109375","33.109375","33.109375","9.8046875","9.8046875","9.8046875","9.6015625","9.6015625","9.6015625","9.859375","9.859375","9.859375","9.3984375","9.3984375","9.3984375","9.4453125","9.4453125","9.4453125","39.0859375","39.0859375","39.0859375"
"1852","11.5546875","11.5546875","11.5546875","200","200","200","11.5625","11.5625","11.5625","37.5546875","37.5546875","37.5546875","9.859375","9.859375","9.859375","9.703125","9.703125","9.703125","9.5","9.5","9.5","9.4375","9.4375","9.4375","9.3828125","9.3828125","9.3828125","53.0078125","53.0078125","53.0078125"
"1853","11.5","11.5","11.5","200","200","200","14.1171875","14.1171875","14.1171875","46.3515625","46.3515625","46.3515625","9.9140625","9.9140625","9.9140625","10.1875","10.1875","10.1875","9.328125","9.328125","9.328125","9.625","9.625","9.625","9.4375","9.4375","9.4375","54.9296875","54.9296875","54.9296875"
"1854","11.53125","11.53125","11.53125","199.4296875","199.4296875","199.4296875","11.71875","11.71875","11.71875","58.8359375","58.8359375","58.8359375","9.84375","9.84375","9.84375","9.9375","9.9375","9.9375","9.328125","9.328125","9.328125","9.609375","9.609375","9.609375","9.390625","9.390625","9.390625","54.8984375","54.8984375","54.8984375"
"1855","11.46875","11.46875","11.46875","200","200","200","12.171875","12.171875","12.171875","52.7890625","52.7890625","52.7890625","9.84375","9.84375","9.84375","10.59375","10.59375","10.59375","9.40625","9.40625","9.40625","9.7265625","9.7265625","9.7265625","9.3984375","9.3984375","9.3984375","103.4765625","103.4765625","103.4765625"
"1856","10.4375","10.4375","10.4375","11.4609375","11.4609375","11.4609375","14.59375","14.59375","14.59375","80.609375","80.609375","80.609375","17.3046875","17.3046875","17.3046875","9.8828125","9.8828125","9.8828125","32.3359375","32.3359375","32.3359375","200","200","200","9.3515625","9.3515625","9.3515625","10.828125","10.828125","10.828125"
"1857","10.40625","10.40625","10.40625","10.984375","10.984375","10.984375","25.265625","25.265625","25.265625","90.734375","90.734375","90.734375","15.59375","15.59375","15.59375","10.1328125","10.1328125","10.1328125","30.75","30.75","30.75","200","200","200","9.390625","9.390625","9.390625","11.078125","11.078125","11.078125"
"1858","9.171875","9.171875","9.171875","11.0625","11.0625","11.0625","11.4140625","11.4140625","11.4140625","82.2890625","82.2890625","82.2890625","14.6484375","14.6484375","14.6484375","10.2890625","10.2890625","10.2890625","29.0703125","29.0703125","29.0703125","200","200","200","9.3359375","9.3359375","9.3359375","11.1484375","11.1484375","11.1484375"
"1859","9.3203125","9.3203125","9.3203125","10.4765625","10.4765625","10.4765625","11.40625","11.40625","11.40625","82.9921875","82.9921875","82.9921875","14.265625","14.265625","14.265625","10.3984375","10.3984375","10.3984375","32.140625","32.140625","32.140625","200","200","200","9.265625","9.265625","9.265625","11.09375","11.09375","11.09375"
"1860","9.3046875","9.3046875","9.3046875","11.1875","11.1875","11.1875","11.5546875","11.5546875","11.5546875","70.71875","70.71875","70.71875","15.234375","15.234375","15.234375","10.4140625","10.4140625","10.4140625","26.453125","26.453125","26.453125","200","200","200","9.21875","9.21875","9.21875","11.3203125","11.3203125","11.3203125"
"1861","9.4609375","9.4609375","9.4609375","13.234375","13.234375","13.234375","12.2890625","12.2890625","12.2890625","29.796875","29.796875","29.796875","117.5703125","117.5703125","117.5703125","10.828125","10.828125","10.828125","9.5","9.5","9.5","11.015625","11.015625","11.015625","9.2265625","9.2265625","9.2265625","11.46875","11.46875","11.46875"
"1862","9.265625","9.265625","9.265625","67.828125","67.828125","67.828125","11.546875","11.546875","11.546875","19.5078125","19.5078125","19.5078125","121.0625","121.0625","121.0625","10.125","10.125","10.125","9.40625","9.40625","9.40625","11.0234375","11.0234375","11.0234375","9.296875","9.296875","9.296875","11.640625","11.640625","11.640625"
"1863","9.3125","9.3125","9.3125","17.6015625","17.6015625","17.6015625","10.8984375","10.8984375","10.8984375","18.984375","18.984375","18.984375","109.9765625","109.9765625","109.9765625","10.515625","10.515625","10.515625","9.9453125","9.9453125","9.9453125","11.0703125","11.0703125","11.0703125","9.5546875","9.5546875","9.5546875","11.765625","11.765625","11.765625"
"1864","9.3203125","9.3203125","9.3203125","14.671875","14.671875","14.671875","9.3359375","9.3359375","9.3359375","22.2578125","22.2578125","22.2578125","103.25","103.25","103.25","10.6953125","10.6953125","10.6953125","10.0078125","10.0078125","10.0078125","10.8671875","10.8671875","10.8671875","10.5390625","10.5390625","10.5390625","11.8359375","11.8359375","11.8359375"
"1865","9.328125","9.328125","9.328125","10.6875","10.6875","10.6875","9.6171875","9.6171875","9.6171875","22.4765625","22.4765625","22.4765625","102.015625","102.015625","102.015625","10.75","10.75","10.75","10.171875","10.171875","10.171875","10.6953125","10.6953125","10.6953125","10.59375","10.59375","10.59375","11.875","11.875","11.875"
"1866","9.3515625","9.3515625","9.3515625","11.3515625","11.3515625","11.3515625","9.6171875","9.6171875","9.6171875","10.1015625","10.1015625","10.1015625","13.953125","13.953125","13.953125","199.8515625","199.8515625","199.8515625","11","11","11","10.03125","10.03125","10.03125","11.5703125","11.5703125","11.5703125","9.3515625","9.3515625","9.3515625"
"1867","9.3515625","9.3515625","9.3515625","11.4921875","11.4921875","11.4921875","10.171875","10.171875","10.171875","16.078125","16.078125","16.078125","14.78125","14.78125","14.78125","199.4921875","199.4921875","199.4921875","10.359375","10.359375","10.359375","10.046875","10.046875","10.046875","10.1875","10.1875","10.1875","9.3515625","9.3515625","9.3515625"
"1868","9.3515625","9.3515625","9.3515625","11.34375","11.34375","11.34375","9.515625","9.515625","9.515625","80.65625","80.65625","80.65625","15.3046875","15.3046875","15.3046875","200","200","200","10.8046875","10.8046875","10.8046875","10.0703125","10.0703125","10.0703125","11.046875","11.046875","11.046875","9.390625","9.390625","9.390625"
"1869","9.28125","9.28125","9.28125","11.609375","11.609375","11.609375","13.3515625","13.3515625","13.3515625","21.0703125","21.0703125","21.0703125","15.4140625","15.4140625","15.4140625","200","200","200","10.0390625","10.0390625","10.0390625","10.1953125","10.1953125","10.1953125","9.2890625","9.2890625","9.2890625","9.390625","9.390625","9.390625"
"1870","9.1953125","9.1953125","9.1953125","11.5703125","11.5703125","11.5703125","12.515625","12.515625","12.515625","40.328125","40.328125","40.328125","13.6171875","13.6171875","13.6171875","200","200","200","10.9609375","10.9609375","10.9609375","10.4609375","10.4609375","10.4609375","9.3125","9.3125","9.3125","9.390625","9.390625","9.390625"
"1871","9.421875","9.421875","9.421875","200","200","200","9.671875","9.671875","9.671875","17.2578125","17.2578125","17.2578125","200","200","200","10.5","10.5","10.5","9.4609375","9.4609375","9.4609375","10.46875","10.46875","10.46875","141.890625","141.890625","141.890625","9.3984375","9.3984375","9.3984375"
"1872","9.34375","9.34375","9.34375","200","200","200","9.421875","9.421875","9.421875","13.9140625","13.9140625","13.9140625","200","200","200","10.75","10.75","10.75","9.609375","9.609375","9.609375","10.515625","10.515625","10.515625","141.109375","141.109375","141.109375","9.8203125","9.8203125","9.8203125"
"1873","9.2890625","9.2890625","9.2890625","200","200","200","10.0390625","10.0390625","10.0390625","17.328125","17.328125","17.328125","199.984375","199.984375","199.984375","10.984375","10.984375","10.984375","9.4375","9.4375","9.4375","10.5546875","10.5546875","10.5546875","144.8046875","144.8046875","144.8046875","12.6796875","12.6796875","12.6796875"
"1874","9.2265625","9.2265625","9.2265625","200","200","200","9.28125","9.28125","9.28125","15.015625","15.015625","15.015625","189.4765625","189.4765625","189.4765625","10.8515625","10.8515625","10.8515625","9.4296875","9.4296875","9.4296875","10.53125","10.53125","10.53125","143.4765625","143.4765625","143.4765625","11.4140625","11.4140625","11.4140625"
"1875","9.1875","9.1875","9.1875","200","200","200","10.15625","10.15625","10.15625","17.328125","17.328125","17.328125","198.5625","198.5625","198.5625","11.0390625","11.0390625","11.0390625","9.40625","9.40625","9.40625","10.625","10.625","10.625","143.4453125","143.4453125","143.4453125","9.4140625","9.4140625","9.4140625"
"1876","9.3359375","9.3359375","9.3359375","9.4140625","9.4140625","9.4140625","10.7578125","10.7578125","10.7578125","28.6875","28.6875","28.6875","11.7734375","11.7734375","11.7734375","9.7578125","9.7578125","9.7578125","120.515625","120.515625","120.515625","200","200","200","9.546875","9.546875","9.546875","9.34375","9.34375","9.34375"
"1877","9.65625","9.65625","9.65625","9.484375","9.484375","9.484375","9.9609375","9.9609375","9.9609375","20.0390625","20.0390625","20.0390625","13.21875","13.21875","13.21875","9.625","9.625","9.625","115.1953125","115.1953125","115.1953125","177.3359375","177.3359375","177.3359375","9.3828125","9.3828125","9.3828125","9.5","9.5","9.5"
"1878","9.4375","9.4375","9.4375","9.9921875","9.9921875","9.9921875","10.0234375","10.0234375","10.0234375","22.015625","22.015625","22.015625","12.359375","12.359375","12.359375","9.609375","9.609375","9.609375","11.3046875","11.3046875","11.3046875","195.28125","195.28125","195.28125","9.375","9.375","9.375","9.3203125","9.3203125","9.3203125"
"1879","9.3984375","9.3984375","9.3984375","9.2265625","9.2265625","9.2265625","12.7265625","12.7265625","12.7265625","36.8828125","36.8828125","36.8828125","11.703125","11.703125","11.703125","9.8515625","9.8515625","9.8515625","11.734375","11.734375","11.734375","80.015625","80.015625","80.015625","9.4765625","9.4765625","9.4765625","9.4140625","9.4140625","9.4140625"
"1880","9.3828125","9.3828125","9.3828125","9.3359375","9.3359375","9.3359375","9.6171875","9.6171875","9.6171875","35.09375","35.09375","35.09375","12.671875","12.671875","12.671875","9.7890625","9.7890625","9.7890625","112.8671875","112.8671875","112.8671875","79.984375","79.984375","79.984375","9.390625","9.390625","9.390625","9.4375","9.4375","9.4375"
"1881","9.46875","9.46875","9.46875","9.421875","9.421875","9.421875","11.421875","11.421875","11.421875","19.3046875","19.3046875","19.3046875","121.0234375","121.0234375","121.0234375","9.6015625","9.6015625","9.6015625","11.28125","11.28125","11.28125","144.5390625","144.5390625","144.5390625","9.3125","9.3125","9.3125","9.390625","9.390625","9.390625"
"1882","11.546875","11.546875","11.546875","10.34375","10.34375","10.34375","10.9453125","10.9453125","10.9453125","18.1953125","18.1953125","18.1953125","124.9765625","124.9765625","124.9765625","9.4921875","9.4921875","9.4921875","10.75","10.75","10.75","187.6875","187.6875","187.6875","20.1640625","20.1640625","20.1640625","9.3203125","9.3203125","9.3203125"
"1883","11.3828125","11.3828125","11.3828125","9.375","9.375","9.375","11.1484375","11.1484375","11.1484375","22.2890625","22.2890625","22.2890625","130.515625","130.515625","130.515625","9.421875","9.421875","9.421875","11.2734375","11.2734375","11.2734375","157.421875","157.421875","157.421875","16.8125","16.8125","16.8125","9.3515625","9.3515625","9.3515625"
"1884","11.6328125","11.6328125","11.6328125","9.4375","9.4375","9.4375","9.734375","9.734375","9.734375","24.390625","24.390625","24.390625","155.265625","155.265625","155.265625","9.390625","9.390625","9.390625","11.4296875","11.4296875","11.4296875","146.375","146.375","146.375","35.78125","35.78125","35.78125","9.3046875","9.3046875","9.3046875"
"1885","11.4921875","11.4921875","11.4921875","9.2578125","9.2578125","9.2578125","10.4765625","10.4765625","10.4765625","24.78125","24.78125","24.78125","187.8515625","187.8515625","187.8515625","9.390625","9.390625","9.390625","10.9375","10.9375","10.9375","188.5625","188.5625","188.5625","111.2109375","111.2109375","111.2109375","9.5703125","9.5703125","9.5703125"
"1886","9.421875","9.421875","9.421875","195.7109375","195.7109375","195.7109375","15.65625","15.65625","15.65625","11.1484375","11.1484375","11.1484375","13.46875","13.46875","13.46875","9.65625","9.65625","9.65625","11.390625","11.390625","11.390625","10.7265625","10.7265625","10.7265625","24.28125","24.28125","24.28125","9.3828125","9.3828125","9.3828125"
"1887","9.34375","9.34375","9.34375","192.7734375","192.7734375","192.7734375","11.0625","11.0625","11.0625","15.796875","15.796875","15.796875","14.8125","14.8125","14.8125","9.5078125","9.5078125","9.5078125","11.234375","11.234375","11.234375","10.7890625","10.7890625","10.7890625","30.0703125","30.0703125","30.0703125","9.5390625","9.5390625","9.5390625"
"1888","9.4765625","9.4765625","9.4765625","199.28125","199.28125","199.28125","12.2109375","12.2109375","12.2109375","12.609375","12.609375","12.609375","11.3359375","11.3359375","11.3359375","9.1484375","9.1484375","9.1484375","11.4765625","11.4765625","11.4765625","10.703125","10.703125","10.703125","12.953125","12.953125","12.953125","9.3828125","9.3828125","9.3828125"
"1889","11.6015625","11.6015625","11.6015625","200","200","200","18.3984375","18.3984375","18.3984375","15.0546875","15.0546875","15.0546875","13.265625","13.265625","13.265625","9.5625","9.5625","9.5625","11.4453125","11.4453125","11.4453125","10.65625","10.65625","10.65625","12.875","12.875","12.875","9.703125","9.703125","9.703125"
"1890","9.859375","9.859375","9.859375","200","200","200","14.6953125","14.6953125","14.6953125","14.90625","14.90625","14.90625","13.609375","13.609375","13.609375","9.6171875","9.6171875","9.6171875","11.2734375","11.2734375","11.2734375","10.6953125","10.6953125","10.6953125","13.21875","13.21875","13.21875","9.671875","9.671875","9.671875"
"1891","9.2421875","9.2421875","9.2421875","172.921875","172.921875","172.921875","11.4921875","11.4921875","11.4921875","63.5859375","63.5859375","63.5859375","11.421875","11.421875","11.421875","11.3828125","11.3828125","11.3828125","200","200","200","10.09375","10.09375","10.09375","71.3515625","71.3515625","71.3515625","9.6875","9.6875","9.6875"
"1892","9.3984375","9.3984375","9.3984375","194.2578125","194.2578125","194.2578125","10.9140625","10.9140625","10.9140625","38.8203125","38.8203125","38.8203125","12.140625","12.140625","12.140625","10.5546875","10.5546875","10.5546875","200","200","200","10.2734375","10.2734375","10.2734375","38.4765625","38.4765625","38.4765625","9.4296875","9.4296875","9.4296875"
"1893","9.359375","9.359375","9.359375","177.484375","177.484375","177.484375","11.4296875","11.4296875","11.4296875","47.25","47.25","47.25","12.5","12.5","12.5","11.515625","11.515625","11.515625","200","200","200","10.34375","10.34375","10.34375","29.3671875","29.3671875","29.3671875","9.375","9.375","9.375"
"1894","9.296875","9.296875","9.296875","171.984375","171.984375","171.984375","9.5546875","9.5546875","9.5546875","65.2109375","65.2109375","65.2109375","13.375","13.375","13.375","12.1953125","12.1953125","12.1953125","200","200","200","10.21875","10.21875","10.21875","84.1484375","84.1484375","84.1484375","9.3515625","9.3515625","9.3515625"
"1895","9.359375","9.359375","9.359375","199.1875","199.1875","199.1875","9.1875","9.1875","9.1875","24.6484375","24.6484375","24.6484375","13.34375","13.34375","13.34375","12.2734375","12.2734375","12.2734375","200","200","200","10.21875","10.21875","10.21875","12.15625","12.15625","12.15625","9.5546875","9.5546875","9.5546875"
"1896","9.1875","9.1875","9.1875","9.6796875","9.6796875","9.6796875","10.15625","10.15625","10.15625","50.125","50.125","50.125","11.609375","11.609375","11.609375","12.109375","12.109375","12.109375","11.5703125","11.5703125","11.5703125","17.5859375","17.5859375","17.5859375","198.8671875","198.8671875","198.8671875","9.625","9.625","9.625"
"1897","9.328125","9.328125","9.328125","9.5234375","9.5234375","9.5234375","10.7265625","10.7265625","10.7265625","55.9140625","55.9140625","55.9140625","9.8515625","9.8515625","9.8515625","12.1484375","12.1484375","12.1484375","11.28125","11.28125","11.28125","17.484375","17.484375","17.484375","198.3359375","198.3359375","198.3359375","9.59375","9.59375","9.59375"
"1898","9.28125","9.28125","9.28125","11.3984375","11.3984375","11.3984375","9.6640625","9.6640625","9.6640625","43.0859375","43.0859375","43.0859375","10.3359375","10.3359375","10.3359375","11.4375","11.4375","11.4375","10.8984375","10.8984375","10.8984375","17.9375","17.9375","17.9375","200","200","200","9.3984375","9.3984375","9.3984375"
"1899","9.328125","9.328125","9.328125","10.4453125","10.4453125","10.4453125","11.453125","11.453125","11.453125","49.2890625","49.2890625","49.2890625","9.4140625","9.4140625","9.4140625","11.6171875","11.6171875","11.6171875","10.03125","10.03125","10.03125","21.6328125","21.6328125","21.6328125","200","200","200","9.7734375","9.7734375","9.7734375"
"1900","9.390625","9.390625","9.390625","10.03125","10.03125","10.03125","11.6328125","11.6328125","11.6328125","69.0625","69.0625","69.0625","9.265625","9.265625","9.265625","11.96875","11.96875","11.96875","10.9375","10.9375","10.9375","59.3359375","59.3359375","59.3359375","200","200","200","9.890625","9.890625","9.890625"
"1901","9.3125","9.3125","9.3125","10.6953125","10.6953125","10.6953125","9.3046875","9.3046875","9.3046875","17.1640625","17.1640625","17.1640625","145.6015625","145.6015625","145.6015625","12.40625","12.40625","12.40625","200","200","200","10.0859375","10.0859375","10.0859375","30.7265625","30.7265625","30.7265625","9.59375","9.59375","9.59375"
"1902","9.265625","9.265625","9.265625","11.1015625","11.1015625","11.1015625","9.3828125","9.3828125","9.3828125","19.21875","19.21875","19.21875","156.3046875","156.3046875","156.3046875","11.8671875","11.8671875","11.8671875","200","200","200","10.1875","10.1875","10.1875","28.8671875","28.8671875","28.8671875","9.7578125","9.7578125","9.7578125"
"1903","9.0234375","9.0234375","9.0234375","10.828125","10.828125","10.828125","9.3359375","9.3359375","9.3359375","16.5625","16.5625","16.5625","138.3984375","138.3984375","138.3984375","12.0625","12.0625","12.0625","200","200","200","10.3359375","10.3359375","10.3359375","26.5234375","26.5234375","26.5234375","9.84375","9.84375","9.84375"
"1904","9.5","9.5","9.5","35.3671875","35.3671875","35.3671875","9.4296875","9.4296875","9.4296875","16.953125","16.953125","16.953125","132.0078125","132.0078125","132.0078125","12.171875","12.171875","12.171875","200","200","200","10.25","10.25","10.25","13.9140625","13.9140625","13.9140625","9.890625","9.890625","9.890625"
"1905","11.5","11.5","11.5","99.796875","99.796875","99.796875","9.328125","9.328125","9.328125","15.3671875","15.3671875","15.3671875","128.484375","128.484375","128.484375","11.390625","11.390625","11.390625","200","200","200","10.0625","10.0625","10.0625","12.7265625","12.7265625","12.7265625","10.15625","10.15625","10.15625"
"1906","10.2734375","10.2734375","10.2734375","16.9609375","16.9609375","16.9609375","16.2734375","16.2734375","16.2734375","14.109375","14.109375","14.109375","11.9609375","11.9609375","11.9609375","11.125","11.125","11.125","11.359375","11.359375","11.359375","10.0859375","10.0859375","10.0859375","9.3359375","9.3359375","9.3359375","9.765625","9.765625","9.765625"
"1907","11.375","11.375","11.375","9.75","9.75","9.75","15.6796875","15.6796875","15.6796875","10.8984375","10.8984375","10.8984375","12.375","12.375","12.375","9.5390625","9.5390625","9.5390625","11.0390625","11.0390625","11.0390625","10.140625","10.140625","10.140625","9.3125","9.3125","9.3125","9.90625","9.90625","9.90625"
"1908","11.484375","11.484375","11.484375","18.7578125","18.7578125","18.7578125","12.84375","12.84375","12.84375","11.359375","11.359375","11.359375","12.453125","12.453125","12.453125","9.609375","9.609375","9.609375","11.0390625","11.0390625","11.0390625","9.96875","9.96875","9.96875","10.9921875","10.9921875","10.9921875","9.6640625","9.6640625","9.6640625"
"1909","11.5546875","11.5546875","11.5546875","94.5078125","94.5078125","94.5078125","11.6796875","11.6796875","11.6796875","10.5859375","10.5859375","10.5859375","13.8671875","13.8671875","13.8671875","10.9375","10.9375","10.9375","11.515625","11.515625","11.515625","10.1015625","10.1015625","10.1015625","9.5078125","9.5078125","9.5078125","9.7265625","9.7265625","9.7265625"
"1910","11.5390625","11.5390625","11.5390625","112.390625","112.390625","112.390625","10.9609375","10.9609375","10.9609375","10.7265625","10.7265625","10.7265625","13.046875","13.046875","13.046875","9.390625","9.390625","9.390625","11.546875","11.546875","11.546875","10.109375","10.109375","10.109375","11.4921875","11.4921875","11.4921875","9.59375","9.59375","9.59375"
"1911","9.4296875","9.4296875","9.4296875","26.6953125","26.6953125","26.6953125","9.328125","9.328125","9.328125","54.4453125","54.4453125","54.4453125","9.8203125","9.8203125","9.8203125","95.53125","95.53125","95.53125","11.34375","11.34375","11.34375","200","200","200","9.3984375","9.3984375","9.3984375","10.171875","10.171875","10.171875"
"1912","9.296875","9.296875","9.296875","63.6796875","63.6796875","63.6796875","10.5234375","10.5234375","10.5234375","39","39","39","9.625","9.625","9.625","71.515625","71.515625","71.515625","10.3203125","10.3203125","10.3203125","200","200","200","9.3359375","9.3359375","9.3359375","9.8359375","9.8359375","9.8359375"
"1913","9.3671875","9.3671875","9.3671875","14.203125","14.203125","14.203125","9.2265625","9.2265625","9.2265625","38.828125","38.828125","38.828125","10.3203125","10.3203125","10.3203125","56.0625","56.0625","56.0625","10.671875","10.671875","10.671875","200","200","200","8.84375","8.84375","8.84375","10.0625","10.0625","10.0625"
"1914","9.6640625","9.6640625","9.6640625","29.03125","29.03125","29.03125","10.578125","10.578125","10.578125","37.1875","37.1875","37.1875","10.1484375","10.1484375","10.1484375","65.75","65.75","65.75","10.1796875","10.1796875","10.1796875","200","200","200","9.4921875","9.4921875","9.4921875","10.28125","10.28125","10.28125"
"1915","9.6484375","9.6484375","9.6484375","61.8671875","61.8671875","61.8671875","9.2734375","9.2734375","9.2734375","32.421875","32.421875","32.421875","9.890625","9.890625","9.890625","44.0625","44.0625","44.0625","9.9140625","9.9140625","9.9140625","200","200","200","9.34375","9.34375","9.34375","9.9609375","9.9609375","9.9609375"
"1916","10.6953125","10.6953125","10.6953125","10.6875","10.6875","10.6875","10.59375","10.59375","10.59375","15.0546875","15.0546875","15.0546875","10.46875","10.46875","10.46875","10.9140625","10.9140625","10.9140625","200","200","200","10.1328125","10.1328125","10.1328125","9.3984375","9.3984375","9.3984375","11.3046875","11.3046875","11.3046875"
"1917","11.546875","11.546875","11.546875","11.265625","11.265625","11.265625","9.40625","9.40625","9.40625","17.9296875","17.9296875","17.9296875","9.90625","9.90625","9.90625","11.4375","11.4375","11.4375","200","200","200","10.03125","10.03125","10.03125","9.9375","9.9375","9.9375","10.9375","10.9375","10.9375"
"1918","9.4375","9.4375","9.4375","11.0625","11.0625","11.0625","11.3828125","11.3828125","11.3828125","17.5703125","17.5703125","17.5703125","10.265625","10.265625","10.265625","9.7734375","9.7734375","9.7734375","200","200","200","10.15625","10.15625","10.15625","10.890625","10.890625","10.890625","11.0234375","11.0234375","11.0234375"
